ROLE,TRANSACTIONCODE,ZDATE,AUTHORIZATIONOBJECT,AUTHORIZATIONFIELD,AUTHORIZATIONVALUE,TYPID,TCDTYPID,ROLETYPID
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_BES,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_BES,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_BLA,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_BLA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_GSB,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_GSB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_KOA,ACTVT,*,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_KOA,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_BKPF_KOA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_CLM_BAM,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_FAGL_SEG,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_FAGL_SEG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_KNA1_APP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_KNA1_BUK,ACTVT,*,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_SKA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,F_SKA1_KTP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RAHM_LGO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-22,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-27,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-27,202508,F_BKPF_GSB,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-27,202508,F_BKPF_KOA,ACTVT,*,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,F-27,202508,F_BKPF_KOA,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,B_BUPA_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,B_BUPA_RLT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BED,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BED,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BEK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BES,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BES,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BLA,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BLA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_BUK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_GSB,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_GSB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_KOA,ACTVT,*,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_KOA,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BKPF_KOA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BNKA_BUK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BNKA_MAN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BNKA_MAO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_BUK_BUPL,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_CLM_BAM,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FAGL_SEG,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FAGL_SEG,ACTVT,02,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FAGL_SEG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FAGL_SEG,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FUND_PST,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_FUND_PST,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_KNA1_BUK,ACTVT,*,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,K_KEA_TC,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_MATE_MAN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_MATE_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RAHM_LGO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,W_COCO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,W_COCO_ORG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,W_WBRK_FKA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB70,202508,W_WBRK_ORG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BES,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BLA,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BLA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BLA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_BUK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_GSB,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_GSB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_GSB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_KOA,ACTVT,*,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_KOA,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_KOA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_BKPF_KOA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_KNA1_APP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_KNA1_BUK,ACTVT,*,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,F_SKA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,K_PCAR_REP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FB75,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,B_BUP_PCPT,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,C_PSCVP_DB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_BKPF_BED,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_BKPF_BLA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_BKPF_BUK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_BKPF_GSB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_BKPF_KOA,ACTVT,*,GC Core Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_BKPF_KOA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_FAGL_LDR,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_FAGL_SEG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_IT_ALV,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_IT_ALV,ACTVT,02,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_KNA1_APP,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_KNA1_APP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZR_KR(1000)_FI_S203,FBL5H,202508,F_KNA1_BED,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
